RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",7c4cc73de68c3c3c79a41d58b6181389
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,The statement criticizes drone strikes that end up killing noncombatants and calls for congressional oversight on them.,a75e5ffbea29528ae74bab6acf2d43de
RELEVANT,REFERENCE,ANTI,ANTI,The statement discusses two disparate attitudes Pakistan takes toward drone strikes.,5a449c1d1d0810d2c4c7fa367df10f44
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,a9af42457e823199cadf91ce05f43c24
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement says that the Obama administration escalated targeted killing by drones as part of counterterrorism response.,fb807eaab23fc04e935cd596b1c8c4b2
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains the significance of a hearing on the issue of drones.,83261b68c08bc951184eb4c23cd77aaf
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement refers to an article that discusses advantages and disadvantages of drone strikes.,2ea0d8a996a11d16b773a45984af0a20
RELEVANT,FOREIGNUSE,ANTI,NEUTRAL,The statement concerns the possibility of the people who are being killed by the drones getting their own drones.,8c0e7a852cdc7fdd16e1ac34d123c2b0
RELEVANT,DISCLOSURE,PRO,ANTI,"The statement welcomes increased transparency under the Obama administration, but calls for greater transparency. ",06007e46553e17968472ae9210d5c39c
RELEVANT,"DOMESTIC-LEGALITY,FOREIGNUSE","ANTI,ANTI",ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,1a744414f4830fa26b279cc6a5f9862e
RELEVANT,"DOMESTIC-LEGALITY,INTERNATIONAL-LEGALITY,DISCLOSURE","ANTI,ANTI,PRO",ANTI,The statement calls for greater transparency and legal basis for targeted killing.,081457672c128d77d536291468dcdd01
IRRELEVANT,,,,The statement refers to the domestic use of drones.,7f5f75a532340a0d2bd45be20e66d65c
RELEVANT,FOREIGNUSE,ANTI,NEUTRAL,The statement concerns international implications of drone strikes by the United States.,cfa579355e858a9906d777c3eea5f143
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that drone strikes are not necessarily effective in fighting international terrorism.,363ea6aaea61526bebd6e3d4371c4ef6
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement cites an independent research reporting that thousands of lives have been killed in drone strikes.,37720d7ea3e007ce0c07773730dbc606
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,"The statement criticizes the lack of clear standard regarding drone strikes, which end up killing noncombatants as well.",259380f3180e6bfce51c87c944f7fd1f
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,491639a6f321b198af65b40afcb053da
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the President's ambiguous standing on justification for drone strikes.,3513811b03b3839b2b23fd697bccca62
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement calls for Congress to play its role and regulate drone strikes.,dad1988330b1c1c88b31db1119b9d769
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the President's ambiguous standing on justification for drone strikes.,fe2b9df6efd92890e8402d21efe1f193
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,f373aa89054641243038339acf34d1a1
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the President's ambiguous standing on justification for drone strikes.,9f648c943936d391bca7410939b34720
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the President's ambiguous standing on justification for drone strikes.,cdee32ce1f9690abc4c9174499aec329
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement argues that lots of drone strikes kill noncombatants.,cfa7967298887fb9cf3fbcab403ced2d
IRRELEVANT,,,,The statement discusses drones in a surveillance role.,c3cd92ed464f38af991cc5e4ec89e248
IRRELEVANT,,,,The statement discusses drones in a surveillance role.,16eaa62aaeeadd1e45cae46e118b82de
IRRELEVANT,,,,The statement discusses drones in a surveillance role.,b042fbe93f94feeff2a61ea4b113fe3e
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,"The statement criticizes the lack of clear standard regarding drone strikes, which end up killing noncombatants as well.",f7282e5d11dba51a2b91ed6844092318
IRRELEVANT,,,,The statement discusses drones in a surveillance role.,7c4c274dc0f25c69388680df3c87e230
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",8dd777efd9c9e2d4fe5f89cb30d2ee72
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",79c4c5142f542ac1d1da300df1fcd497
RELEVANT,FOREIGNUSE,ANTI,NEUTRAL,The statement concerns international implications of drone strikes by the United States.,0c405958184dcfe3b66475c8ed6ca081
IRRELEVANT,,,,The statement refers to the domestic use of drones.,23d1af78c94372d8b43e6b47f6526af4
IRRELEVANT,,,,The statement refers to the domestic use of drones.,88f54cd399ff6d1944bede29a1a5e95a
IRRELEVANT,,,,"The statement specifically refers to drone strikes on U.S. soil, not overseas.",eb2cfaa978576d922d4f2a9dc55ffa33
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement quotes a remark that says drone technology will proliferate rapidly in the United States.,45d07dd05cda3f42113016460f110855
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",bbca8e99ae9bc86759adc03898ee992b
IRRELEVANT,,,,The statement refers to the domestic and private use of drones.,dd44ac4d4aae42569af55af65b4bd2cb
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,cc7ec5f2108555a8e853375e5f00dc0b
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,7a3743863ba9bca8ed7558ba4c744195
RELEVANT,REFERENCE,ANTI,ANTI,The statement criticizes Holder's reasoning for justifying drone strikes.,12d5ca8941964640991d82ee9826aa36
RELEVANT,REFERENCE,ANTI,ANTI,The statement criticizes Holder's reasoning for justifying drone strikes.,66fe46c9e8930baf6f86b15cf956a484
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement introduces a case in which a senator requested information on drone strikes.,4582d8d93c66a08e205638c3792445f5
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",eea99f804eac117f2d9fabc0424ebdc1
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",88422af6df5044061d8de341081603b0
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,407840a9cd605cb1be729a4a391e16c1
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard regarding drone strikes.,60c523b373dcd19affe4bdade221ba83
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",62574fb78bc85875b9a5785bfc5abd57
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",9d02af785ecd0113168b40b1d5989af6
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement introduces a hearing on drones.,8121996394deb202688cebdb80a6d0d3
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains the significance of a hearing on the issue of drones.,8b46593ccaa0c2a1bea750465f4f55b7
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains that the speaker does not oppose drone strikes per se.,71dd767bbd88e609390e80bbfdfd1b9f
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",a3b2e90787a66b312a536381468e73b5
RELEVANT,HUMANITARIAN,ANTI,ANTI,"The statement criticizes drone strikes overseas that kill noncombatants. It also criticizes having no clear standard at home regarding the use of drones, but I leave this justification out due to the scope of this project. ",8851d20b51c4d0f11f28f8b6b1730ace
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement discusses votes on the issue of drones. ,fbc7ff9440649f51709601ff7f55b82d
RELEVANT,"HUMANITARIAN,DOMESTIC-LEGALITY","ANTI,ANTI",ANTI,"The statement criticizes the lack of clear standard regarding drone strikes, which end up killing noncombatants as well.",34f10069a9219f8ceccebd406fee0031
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in the context of voting for a political appointee.,d2caf6ab6c914fd73ee10332705fd19c
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drone strikes in discussing an extraordinary circumstance that would require an immediate response.,0d8a1dde5cad9d1013c969a147d96613
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",76580166b345b82105daae6f60936a70
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",b9290b6df740482dc6233b1d423d5c26
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",259fc5991be4b4ff0e4cf9fa383809b3
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",d52f988138c7519f5f1fef9012ae9822
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",d52f988138c7519f5f1fef9012ae9822
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",2de82c85ce4197a236f9d51528b57b24
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",40421168b43a72234112999cc6289252
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",bb9546771b2ef431361bc12c22f3a130
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement criticizes drone programs for often targeting people who are not involved in combats.,4154c7c921cebb773870394f75d00967
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",a2379fe7a73df1f4d5191b110e657a69
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement discusses the contradiction of due process requirements between an individual overseas and the one at home.,863459079527e94ea104bb5295694d87
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement discusses the contradiction of due process requirements between an individual overseas and the one at home.,82732b18fe535c2e662bded43befa946
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement discusses the contradiction of due process requirements between an individual overseas and the one at home.,171965a3933261cd371ba46417beb1c0
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement lists questions that should be answered concerning drone strikes.,f17413ee7024d3369287e755b7ba0693
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in explaining the significance of clarifying standards for drone strikes.,d916bd6f9c23dafc6a74cdb0fff49054
RELEVANT,HUMANITARIAN,NEUTRAL,NEUTRAL,The statement mentions an argument that claims no evidence exists to prove civilian casualties resulted from U.S. drone strikes.,8c3ce2f9fa2e362de333a8a925e154c6
RELEVANT,REFERENCE,ANTI,ANTI,The statement questions the reliability of a statement that claims no evidence suggests U.S. drone programs targeted civilians.,51fb8fde46bebf055296e337482b75c6
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement insinuates that civilians have been sacrificed in U.S. drone strikes.,87ca4da26117d62a5a2a523aa8700594
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","ANTI,ANTI",ANTI,"The statement criticizes the lack of clear standard regarding drone strikes, which end up killing noncombatants as well.",28386c7a5f66b45f0de7506926c7f894
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY","ANTI,ANTI",NEUTRAL,"The statement asks a question about the scope of U.S. drone strikes, which potentially kill civilians and antagonize the local population.",b813599607969fc9edddddf1a483bbda
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement asks a question about the frequency of U.S. drone strikes.,9b9d729fe65996da5c4ab5230dd5709e
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",fb25341d69e5a475d51e3b4723c5f923
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement questions the legal basis of drone strikes.,c0befebe386caa6eb3985a2db3b33275
RELEVANT,FOREIGNPOLICY,NEUTRAL,NEUTRAL,The statement asks a question about the scope of U.S. drone strikes as part of counterterrorism operations.,f6a270f2eccf7d501f2fb688e3b9c4eb
RELEVANT,FOREIGNPOLICY,NEUTRAL,NEUTRAL,The statement asks a question about the scope of U.S. drone strikes as part of counterterrorism operations.,96703917e2482006931349ef34492d55
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",041fb569b0a0e8119e1e1439dd7f14e5
IRRELEVANT,,,,"The statement specifically refers to the use of drones on U.S. soil, not overseas.",40b75d5c4d2a2b03c2d22f04f66bba4b
IRRELEVANT,,,,,b7e77b71fb32fbd089c6acec8cebbb5e
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil and the applicability of the fifth amendment.,9453ed036f08f54b3618411782906a00
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil and the applicability of the fifth amendment.,1205087b5717462392a2b5f2ec42dba7
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,fd91130737fbdc2ff5044f5218437c9f
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement discusses the contradiction of due process requirements between an individual overseas and the one at home.,26648a4229b6f107392880bed0c45c55
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement calls for clearer standards regarding targets for drone strikes.,022f956e9bd5fe54fbd2a79bd27cf2db
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,d0f5351a61836b30dadb2abeee9ff9f8
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,be982fcb2c530ddfb107bed6cbbb6fa7
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,8b32d1f5bf33f814f35dd730875119bb
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,e670dabb96775015f1eb32eed8376ccb
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,cb12de50f2ab66060d3d3d2aede21729
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,67be36d38b1f76c8b60cc764def281da
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,d8c98bfe12fb62d76a5523d726d6589a
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement acknowledges that drones can be lethal.,ee0dea47d48dc54354c8c023d323600b
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,ac52395dc5982e3a86d8df8433da45c6
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,78847289260c054cd3fc54294f74936f
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement criticizes the lack of clear standard for targeting Americans with drones. ,f5aa860947bfdcbf44751c26bbf9c11e
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,3a9a7bc197fe42b35b466dbe70d61ed8
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,dcfabe8d80dc7f73d22a00a8abd377c0
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement praises drone strikes against terrorists.,b771d4f271e88999ad179909e5cf668f
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,c67186bab9ebbb7aa01e95d4308221d9
IRRELEVANT,,,,The statement relates to the use of drones on U.S. soil.,1608cc5b00716a80a2e675e1d2c7ae66
RELEVANT,FINANCE,ANTI,ANTI,The statement criticizes two services doing essentially the same thing with the limited amount of resources.,849dcc7982fb19757c951d63ad8c61db
RELEVANT,FINANCE,ANTI,ANTI,The statement criticizes two services doing essentially the same thing with the limited amount of resources.,4f47d3404cdce956829503c33eed2750
RELEVANT,FINANCE,ANTI,ANTI,The statement criticizes two services doing essentially the same thing with the limited amount of resources.,1d96e62baf1c7f4e997d7479d7181c16
RELEVANT,FINANCE,ANTI,ANTI,The statement criticizes two services doing essentially the same thing with the limited amount of resources.,49d1ad5e367db3266f689eb6871e799c
RELEVANT,FOREIGNUSE,ANTI,ANTI,The statement refers to the Japanese attack at Pearl Harbor.,0ca54582bbbfec60cd6a8efd928c225c
RELEVANT,HUMANITARIAN,NEUTRAL,NEUTRAL,"The statement points out that human lives are involved in military operations overseas, who are friends and families of someone.",51b40f2959d3db0799a132e3d29a05c2
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing whether the president will rely on drones only or deploy people overseas.,79d93ce6161549ddfd31967db7d94f9b
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement supports the president's idea to use drones to destroy the Islamic State.,9deab9957de1ed19fd547634ff65dde8
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement supports the president's idea to use drones to destroy the Islamic State.,df42e99d12689ea576289f1dc689ecfb
