relevant,restraining,CATEGORICAL_SENTIMENT_DISCLOSURE,k_relevant,CATEGORICAL_SENTIMENT_JOBS,house,sex,CATEGORY_FOREIGNPOLICY,days_since_strike,last_name,CATEGORICAL_SENTIMENT_REFERENCE,CATEGORICAL_SENTIMENT_FOREIGNUSE,seniority,CATEGORY_PTSD,dim_2,id,dim_1,first_name,CATEGORY_DISCLOSURE,k_sentiment,icpsr,title,CATEGORICAL_SENTIMENT_FOREIGNPOLICY,general_sentiment,CATEGORICAL_SENTIMENT_PTSD,state,106_seniority,CATEGORICAL_SENTIMENT_INTERNATIONAL-LEGALITY,statement,CATEGORICAL_SENTIMENT_FINANCE,party,CATEGORY_REFERENCE,filibuster,CATEGORY_INTERNATIONAL-LEGALITY,CATEGORICAL_SENTIMENT_DOMESTIC-LEGALITY,CATEGORY_HUMANITARIAN,congress,days_until_term_ends,loyalty,CATEGORY_JOBS,CATEGORY_DOMESTIC-LEGALITY,date,state_code,dronebase,categories,CATEGORY_FOREIGNUSE,CATEGORY_TECHNOLOGY,CATEGORY_FINANCE,periphery,CATEGORICAL_SENTIMENT_TECHNOLOGY,CATEGORICAL_SENTIMENT_HUMANITARIAN,k_restraining,strike_recently,votes,unsigned_periphery
1,0,,0,,,,0,1,,0,,,0,,e687f8beaca238ad5d1b90e159da662a,,,0,,,DEFENSE MODERNIZATION,,,,,,,"The International Institute for Strategic Studies' Military Balance 2010 report places China third in the number of artillery systems it fields, after Russia and North Korea. But China doubtless exceeds both in resource commitment and breadth of artillery investments. Credited with an estimated 17,700-plus towed, self-propelled and rocket systems, the People's Liberation Army (PLA) has at least 56 artillery systems in use, development or available for export. The U.S. Army and Marine Corps, by contrast, have 8,187-plus artillery pieces of roughly 10 types. China has had a mixed record of using artillery for military and political-military goals. Its successes as when it routed Indian forces in 1962 with the high-altitude use of artillery and mortars, have been offset by incidents provoking third-party responses or leading to regional standoffs. Examples include the shelling of islands controlled by Taiwan in 1955-58, resulting in U.S. intervention and a stalemate over the Taiwan Strait. In July, a unit based in the Nanjing military region fired missiles from 300-mm. PHL-03 multiple rocket launchers (MRLs) into the Yellow Sea to show China's anger at U.S. naval exercises with South Korea. The exercises, a result of China-backed North Korea's sinking of the South Korean frigate Cheonon in March, went ahead anyway. China evolution as an artillery power stems from Soviet and Russian influences dating to the Korean War Soviet artillery and training improved PLA artillery operations during the war and led to the formation of the first formal artillery command. Soviet aid continued through the 1950s, and by the time of the Sin-Soviet split of the 1960s, China was producing copies or modified versions of Soviet pieces. The PLA makes extensive use of Soviet-origin 152-, 130- and 122-mm. calibers, though Western calibers such as the 155- and 105-mm. are seeing greater use. China purchased the Russian 9A52 Smerch 300-mm. MRL in the 1990s, and the PLA produced a near facsimile in the A-100/PHL-03 MRL. The 155- mm. PLZ-05 self-propelled artillery system that emerged in 2005 bears an uncanny resemblance to the Russian 2519 MSTA. In the 1990s, PLA artillery was affected by reforms in strategy (its closest concept to doctrine) and organization. Toward the end of the decade, the PLA was immersed in strategy goals of ``informatization'' and ``mechanization.'' The former included the broad application of improving information technologies, which for artillery included new computer-based fire controls and ever-improving digital communication and command linkages. PLA artillery units increasingly include flrefinding counter-battery radar such as the 50-km.-range (31-mi.) SLC-2 and Type 704, and use sophisticated electronic warfare systems such as the Russian SPR-2 radio fuse jammer, a possible Chinese facsimile and possibly a recently revealed artillery radar jammer. Artillery recon vehicles and recon troops feature advanced optronic and digital communication capabilities. In addition, PLA artillery units have sophisticated meteorological capabilities and use muzzle velocity radar to improve accuracy. Mechanization put renewed emphasis on developing tracked and wheeled self-propelled tubed artillery, with rocket artillery largely truck-mounted. This trend was emphasized in late 2004 when Chinese Communist Party and PLA leader Hu Jintao enunciated the PLAs new ``historic missions,'' a euphemism for invasions, which call on the PLA to defend state interests abroad. It is likely that new medium-weight artillery systems based on airmobile armored personnel carriers will follow for these strategic missions. Organic PLA artillery units have decreased in size, following the pattern of general large-scale troop reductions. When combined with ``informatization'' advances, this will permit many infantry and armored divisions to be reformed into mechanized brigades. However, in a counter- trend that emphasizes their continued importance, the PLA maintains five independent artillery divisions and 20 independent brigades. Of these, two divisions and six brigades are stationed in the Shenyang and Beijing military regions, for potential Korean contingencies. Three divisions and eight brigades are in the Nanjing Guangzhou and Jinan military regions, for Taiwan contingencies. Among artillery systems, mortars include a 60-mm. hand-held system used by infantry and special forces. The new Type 93 60-mm. fixed mortar weighs 22.4 kg. (49.2 lb.) and fires 20 rounds/min. to 5.5 km. There are also fixed W91 and W87 81- mm. mortars that fire to 8 km. and 5.6 km., respectively. The PLA has largely copied Russia's Vasilyek 81-mm. automatic mortar, called the W99 or SM-4, which comes in a towed version or mounted in a Hummer-like vehicle. It fires four rounds in 2 sec. out to 6.2 km. The W86 120-mm. towed mortar weighs 206 kg. and fires 20 rounds/min. to 4.7 km. In 2001, the PLA revealed the PLL-05 mobile mortar based on the Russian 120-mm. 2S23 NONA-SVK that it purchased in the 1990s, but mounted on a WZ-551 6 X 6 armored personnel carrier (APC). It fires a rocket-assisted round 13.5 km. In 2007, the PLA revealed a laser-guided 120-mm. mortar round, though it is not clear if it is in service. Towed and self-propelled tubed systems dominate artillery units. The largest number of towed guns are likely the 122- mm. versions. These include the Type-96, based on the Russian D-30, with a 360-deg. traversing base, and the simpler Type- 83. Their rocket-assisted rounds have a 27-km. range. The Type-59 130-mm. towed gun fires a rocket-assisted round 44 km. Of heavy towed artillery, the 152-mm. Type-66, a copy of the Russian D-20, is most numerous and fires rocket-assisted rounds 28 km. In 1999, the PLA revealed the 155-mm. PLL01/WA 021 towed artillery system, based on the Austrian Noricum GH N-45, which fires a rocket-assisted round 50 km. The PLL01 and the Type-66 fire 155- and 152-mm. versions of the Russian Krasnopol laser-guided shell. Self-propelled tubed artillery includes the PLL02, which places the Type-86 100-mm. gun on a WZ-551 APC. In 2009, the PLA revealed the new Type-07 122-mm. tracked artillery system, which features hull and electronic improvements over the previous Type-89 Tracked 122-mm. system. In 2009, photographs appeared on the Internet of the SH-3, a truck- mounted 122-mm. artillery system with digital control systems in a hatch over the cab. Heavy self-propelled systems include the 155-mm. PLZ-05, which has a version of the PLL01 gun, and appeared in 2005. It is replacing the 152-mm. Type-83, which entered service in 1983. The PLZ-05 also fires the Krasnopol laser-guided projectile and a rocket-assisted round 50 km., and is capable of flat-trajectory antitank fire. Unconfirmed reports state the PLZ-05 has an automatic gun-loading system and weighs 35 tons. PLA investments in rocket artillery are impressive. A five- wheel all-terrain vehicle has been modified to carry a 107- mm. MRL for experimental mechanized special forces units. The tracked Type-89 and more recent Type-90 truck-mounted 122-mm. MRL feature self-contained 40-round rocket reloaders. In addition, the Smerch-derived 12-round PHL-03, which reportedly fires a 150-km.-range missile, is entering increasing numbers of artillery units. The latest AR1A export variant features a modular U.S. MLR system-style 5-round rocket carrier, which speeds reloading. In 2009, Norinco revealed an as yet unidentified truck carrier for this 5- round rocket box, similar to Lockheed Martin's High-Mobility Artillery Rocket System. The PLA is also investing in larger MRL systems. The 400- mm. WS-2D reportedly has a range of 400 km., and one payload features three ``killer unmanned aerial vehicles,'' according to a Chinese report. An earlier 200-km.-range version, the WS-3, uses navigation satellite guidance to achieve a remarkable 50-meter (164-ft.) circular error probable. The WS family complements the 150-km.-range P-12 and 250-km. B-611M maneuverable navsat-guided short-range ballistic missiles (SRBMs), which could supplement or replace the PLA's two brigades of 300-600-km. DF-11A SRBMs. New artillery systems are entering amphibious and airborne units for possible missions abroad. PLA marine and army amphibious units are receiving the Type-07B tracked 122-mm. amphibious artillery system, which places the gun from the Type-07 on a larger hull. Airborne units are equipped with a version of the Type-96 122-mm. gun, but a new tracked airmobile APC may feature a mortar or gun system. The ZBD-09 122-mm. gun system could eventually feature in airmobile army units. Future artillery systems may feature electromagnetic launch, an area of extensive research. The PLA is also interested in ramjet-powered and stealth-coated artillery shells.",,,1,0,0,,0,111,,0,0,0,9/29/10,,,{u'REFERENCE': 0},0,0,0,,,,,1,,
0,0,,1,,0,1,0,26,PAUL,,,2,0,-0.5,b36c07310da225c7424402f074274a12,0.866,Rand,0,-1,41104,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,KENTUCK,2,,These drone memos--,,0,0,1,0,,0,113,1399,0,0,0,3/6/13,51,1,{},0,0,0,2.6571794444104921,,,1,0,537,2.6571794444104921
1,0,,0,,,,0,0,,,,,0,,dfad3b65993ca7ca7775f911e003d470,,,0,,,SECURITY COOPERATION ACT OF 2010,,0,,,,,"(a) Retransfer Requirements.--Section 3(b) of the Arms Export Control Act (22 U.S.C. 2753(b)) is amended by inserting ``a treaty referred to in section 38(j)(1)(C)(i) of this Act permits such transfer without prior consent of the President, or if'' after ``if''. (b) Bilateral Agreement Requirements.--Section 38(j)(1) of such Act (22 U.S.C. 2778(j)(1)) is amended-- (1) in the subparagraph heading for subparagraph (B), by inserting ``for canada'' after ``Exception''; and (2) by adding at the end the following new subparagraph: ``(C) Exception for defense trade cooperation treaties.-- ``(i) In general.--The requirement to conclude a bilateral agreement in accordance with subparagraph (A) shall not apply with respect to an exemption from the licensing requirements of this Act for the export of defense items to give effect to any of the following defense trade cooperation treaties, provided that the treaty has entered into force pursuant to article II, section 2, clause 2 of the Constitution of the United States: ``(I) The Treaty Between the Government of the United States of America and the Government of the United Kingdom of Great Britain and Northern Ireland Concerning Defense Trade Cooperation, done at Washington and London on June 21 and 26, 2007 (and any implementing arrangement thereto). ``(II) The Treaty Between the Government of the United States of America and the Government of Australia Concerning Defense Trade Cooperation, done at Sydney September 5, 2007 (and any implementing arrangement thereto). ``(ii) Limitation of scope.--The United States shall exempt from the scope of a treaty referred to in clause (i)-- ``(I) complete rocket systems (including ballistic missile systems, space launch vehicles, and sounding rockets) or complete unmanned aerial vehicle systems (including cruise missile systems, target drones, and reconnaissance drones) capable of delivering at least a 500 kilogram payload to a range of 300 kilometers, and associated production facilities, software, or technology for these systems, as defined in the Missile Technology Control Regime Annex Category I, Item 1; ``(II) individual rocket stages, re-entry vehicles and equipment, solid or liquid propellant motors or engines, guidance sets, thrust vector control systems, and associated production facilities, software, and technology, as defined in the Missile Technology Control Regime Annex Category I, Item 2; ``(III) defense articles and defense services listed in the Missile Technology Control Regime Annex Category II that are for use in rocket systems, as that term is used in such Annex, including associated production facilities, software, or technology; ``(IV) toxicological agents, biological agents, and associated equipment, as listed in the United States Munitions List (part 121.1 of chapter I of title 22, Code of Federal Regulations), Category XIV, subcategories (a), (b), (f)(1), (i), (j) as it pertains to (f)(1), (l) as it pertains to (f)(1), and (m) as it pertains to all of the subcategories cited in this paragraph; ``(V) defense articles and defense services specific to the design and testing of nuclear weapons which are controlled under United States Munitions List Category XVI(a) and (b), along with associated defense articles in Category XVI(d) and technology in Category XVI(e); ``(VI) with regard to the treaty cited in clause (i)(I), defense articles and defense services that the United States controls under the United States Munitions List that are not controlled by the United Kingdom, as defined in the United Kingdom Military List or Annex 4 to the United Kingdom Dual Use List, or any successor lists thereto; and ``(VII) with regard to the treaty cited in clause (i)(II), defense articles for which Australian laws, regulations, or other commitments would prevent Australia from enforcing the control measures specified in such treaty.''.",,,0,0,0,0,0,111,,0,0,1,9/28/10,,,{u'DOMESTIC-LEGALITY': 0},0,0,0,,,,,1,,
1,0,,,,0,1,0,,LIEBERMAN,,-1,7,0,-0.312,77d7843761f88d51088af792c02e0c1c,-0.205,Joseph,0,,15704,"AUTHORIZATION OF THE USE OF UNITED STATES ARMED FORCES AGAINST IRAQ--
  Resumed",,,,CONNECT,2,,"In the colloquy I had earlier today with the Senator from Virginia, Mr. Warner, I expressed that there has been a lot of debate leading up to this resolution about whether Saddam has nuclear capacity and when he will achieve it. Is it going to be a year, 6 years, 10 years? I do not know, but I do know he possesses biological weapons today, deadly biological weapons, with the capacity to deliver them with ballistic missiles, and now increasingly sophisticated and small unmanned aerial vehicles, which when taken together could, in the worst nightmare scenario, create as much or more devastation and death than the kind of primitive nuclear weapon he will sooner or later possess. So that is the mortal danger in MacArthur's warning.",,1,0,0,0,,0,107,1548,0,0,0,10/8/02,1,0,{u'FOREIGNUSE': -1},1,0,0,-0.94288154076377151,,,,1,448,0.94288154076377151
1,0,,0,,1,1,0,347,SWEENEY,,-1,3,0,0.036,1eb37c06dc20353f440447318601bf67,0.249,John,0,,29927,"EMERGENCY SUPPLEMENTAL APPROPRIATIONS ACT FOR DEFENSE AND FOR THE 
  RECONSTRUCTION OF IRAQ AND AFGHANISTAN, 2004",,,,NEW YOR,3,,"David Kay recently issued a statement that his team has indeed found substantial evidence that Iraq had many programs hidden from view to produce nuclear, biological and chemical weapons and had active illegal programs to deliver them using ballistic missiles, cruise missiles and unmanned aerial vehicles.",,0,0,0,0,,0,108,445,1,0,0,10/16/03,13,2,{u'FOREIGNUSE': -1},1,0,0,-1.1892305982465501,,,,0,804,1.1892305982465501
1,0,,0,,1,1,0,0,BARTLETT,,,9,0,-0.091,f3081bea7aa6fefc100a43e59def1c2f,0.493,Roscoe,0,,29356,EARMARK DECLARATION,,1,,MARYLAN,6,,"Description of Request: Authorized $7.5 million for research and development of Multiple Unmanned Aerial Systems (UAS) Cooperative Concentrated Observation and Engagement against a Common Ground Objective. There is an ongoing need in DoD to increase the number of (Information, Surveillance, Reconnaissance) ISR orbits provided by Unmanned Aircraft. This project increases effectiveness of the current fleet of Unmanned Aerial Vehicles (UAVs) by enabling multiple UAVs and multiple sensors to cooperate in the same airspace with dynamic mission execution. Proxy Aviation Systems has developed and demonstrated the power of UAS cooperative engagement capability that can reduce the manpower and increase the mission effectiveness of current UAS. The Universal Distributed Management System (UDMS) is a demo proven (TRL-6) autonomous command and control system that will enable up to twelve UAVs to operate simultaneously from a single ground station and perform complex tactical objectives. The upgrade of existing and future US Government UAVs with a Cooperative Engagement capability will significantly reduce the manning required to operate current UAV systems which will lower costs while increasing mission effectiveness",1,0,0,0,0,,0,111,559,0,0,0,6/23/09,52,1,"{u'TECHNOLOGY': 1, u'FINANCE': 1}",0,1,1,0.33187807340388487,1,,,1,979,0.33187807340388487
1,0,,0,,1,1,0,6,PAUL,0,,11,0,-0.505,5f262007aa0e65c2a14beef3e9be5829,0.863,Ronald,0,,14290,"MOTION TO INSTRUCT CONFEREES ON H.R. 2194, IRAN REFINED PETROLEUM 
  SANCTIONS ACT OF 2009",,,,TEXAS,6,,We hear war advocates today on the Floor scare-mongering about reports that in one year Iran will have missiles that can hit the United States. Where have we heard this bombast before? Anyone remember the claims that Iraqi drones were going to fly over the United States and attack us? These ``drones'' ended up being pure propaganda--the UN chief weapons inspector concluded in 2004 that there was no evidence that Saddam Hussein had ever developed unpiloted drones for use on enemy targets. Of course by then the propagandists had gotten their war so the truth did not matter much.,,0,1,0,0,,0,111,256,0,0,0,4/22/10,49,2,{u'REFERENCE': 0},0,0,0,2.6384772886115115,,,,1,905,2.6384772886115115
1,0,,0,,,,0,0,,1,,,0,,b7a3551dec907b57ab8427d9a2c696a6,,,0,,,OPPOSING PIONEERS ACT,,1,,,,,"Beyond the economic and environmental reasons for honoring the 2006 deal, protecting our military training areas is also important. The military uses the eastern Gulf of Mexico for training operations, and the Pentagon has said that drilling structures and associated development are incompatible with military activities, like missile flights, low-flying drone aircraft, and training. For this reason, the Pentagon has long opposed expanding offshore drilling in the eastern gulf.",,,1,0,0,,0,112,,0,0,0,2/16/12,,,{u'REFERENCE': 1},0,0,0,,,,,1,,
0,0,,1,,0,1,0,26,CORNYN,,,6,0,-0.007,ac13b576f01982049b5d9347bf442361,0.499,John,0,0,40305,UNANIMOUS CONSENT REQUEST--EXECUTIVE CALENDAR,,,,TEXAS,6,,"I would ask a further question of the Senator from Kentucky. I believe the question he has asked--whether the President has the power to authorize lethal force, such as a drone strike against a U.S. citizen on U.S. soil and without trial--is a very clearly stated question and one, I believe, the Senator and the rest of the Members of Congress are entitled to a very clear answer on.",,0,0,0,0,,0,113,668,0,0,0,3/6/13,49,2,{},0,0,0,0.3692823850018464,,,,0,534,0.3692823850018464
1,0,,0,,0,0,0,111,SNOWE,,0,13,0,-0.548,7fb46ed7d72a665926eddd8ba61edbdd,0.091,Olympia,0,,14661,NATIONAL INTELLIGENCE REFORM ACT OF 2004--Continued,,0,,MAINE,3,,We also know that the key judgment in the National Intelligence Estimate that Iraq was developing an unmanned aerial vehicle ``probably intended to deliver biological warfare agents'' overstated what was in the intelligence reporting. This review revealed that some intelligence community UAV analysts failed to objectively assess significant evidence that clearly indicated that non-biological weapons delivery missions were more likely.,,0,0,0,0,,0,108,819,1,0,0,10/6/04,2,0,{u'FOREIGNUSE': 0},1,0,0,-2.1742108036595367,,,,0,519,2.1742108036595367
